sentence,difficulty
Francis ne viendra pas en cours aujourd'hui.,A1
Je travaille chez moi le matin et l'après-midi,A1
Il est bizarre ce chien.,A1
J'aime beaucoup ce manteau noir.,A1
As-tu besoin de quelque chose?,A1
C'est sympa de ta part.,A1
Tu as passé une bonne journée.,A1
Je suis d'accord.,A1
Je mettrai la tasse sur la table.,A1
Un technicien fait le nécessaire et vous rappelle dans une heure environ.,A1
Je regarde les oiseaux à travers la fenêtre de ma chambre.,A1
Est-ce que ton mari est aussi de Boston?,A1
J'ai une question.,A1
Il fait beau aujourd'hui !,A1
Peux-tu parler plus lentement?,A1
Là-bas tout le monde parle anglais,A1
"En été, j'aime faire de la randonnée et vous, que faites-vous le soir en hiver ?",A1
J'ai 25 ans.,A1
J'habite à New-York. Et toi ?,A1
Les hommes les entourent.,A1
Il a des lunettes,A1
"Il ne n'est pas baigné, il ne s'est pas reposé",A1
Où irons-nous en vacances l'année prochaine ?,A1
Je fais mon exposé devant toute la classe.,A1
Alors voici ta chambre.,A1
Le tableau paraissait plus beau qu'avant.,B1
J'ai engagé la conversation pour briser le silence pesant de ces dernières minutes.,B1
"En plus, comme il faisait très beau on mangeait toujours dans le jardin avec des amis ou des voisins, j'ai beaucoup parlé, tu sais !",B1
Je te souhaite également tout le meilleur pour cette nouvelle année !,B1
Le démon voulait trouver une cachette pour ne pas revoir la méchante femme.,B1
"Une vieille dame : Ça m'a rappelé l'enfance, ça m'a rappelé beaucoup de choses, parce que moi j'allais en vacances dans une ferme",B1
"Ce métier ne convient que pour un début de carrière, dans la vente, par exemple.",B1
C'est un scandale qu'on puisse construire une usine dans cette zone,B1
J'ai acheté une maison en lotissement comme la famille de Lucas,B1
Le ventre se trouve à la partie inférieure du tronc,B1
Je commence par un petit-déjeuner dans un café près de l'Arc de Triomphe avec des croissants délicieux,B1
"Grâce aux actions concertées de ces organisations, des milliers d'enfants sont chaque année tirés des griffes de la violence et de la guerre.",B1
"Un trône est un siège, une chaise ou un fauteuil sur lequel un souverain s'assoit dans les circonstances solennelles.",B1
Mais cette révolution ne se manifeste pas seulement dans notre vie quotidienne.,B1
"Voulez-vous me prêter, Monsieur, votre chapeau ?",B1
"Non, dit l'un de ces messieurs, nous vous demandons si vous n'aimez pas tendrement le roi des Bulgares.",B1
"Avec les prévisions météo, on peut savoir quel temps il fera le soir, le lendemain ou dans la semaine",B1
"Depuis que je suis toute petite, je voyage beaucoup",B1
Il jouait au jokari avec un ami.,B1
On y met des coussins et on peut parfois l'utiliser en lit.,B1
"Le centre Anatole France est situé dans le centre-ville, à quelques pas de la mairie.",B1
Je suis actuellement en vacances en Alsace,B1
C'est un fait inquiétant qu'on constate dans toutes les capitales européennes : les touristes séjournent de plus en plus dans des appartements loués sur des sites internet.,B1
C'est injuste On ne peut pas le condamner pour la faute qu'il a commise,B1
Jason a très faim et cherche un restaurant,B1
"C'est, de manière plus générale et de façon indiscutable, le meilleur joueur du monde.",B1
"Il y a l'eau qu'on consomme en pleine conscience, en la voyant couler et celle que lon consomme, voire que l'on gâche sans le savoir, elle s'appelle ""l'eau virtuelle""",B1
"Après l'ambiance de luxe, ici c'est comme un village tranquille et traditionnel.",B1
"Les enfants grands sont maudits par les dieux, c'est le vieux Zahor qui l'a dit.",B1
"J'envoie donc mon manuscrit par la poste à quelques éditeurs qui, tous, le refusent.",B1
"HomeExchange, la plateforme par laquelle la famille est passée a vu ses demandes d'échanges de maison entre particuliers doubler cet été par rapport à l'année dernière.",B1
Parce que jamais je céderai devant la barbarie.,B1
Il y a un nouveau médicament pour traiter les problèmes de coeur.,B1
La tête se compose du visage et du crâne qui est recouvert de cheveux,B1
"Pour Catherine Down, c'est un soulagement de ne pas avoir à traverser cette épreuve toute seule, même si l'idée de partager son petit studio l'a d'abord angoissée.",B1
"Oui, l'ouragan a touché terre la nuit dernière dans le nord du Nicaragua, il s'est ensuite étendu à plusieurs pays d'Amérique centrale",B1
On le prenait pour un espion.,B1
Un descendant est un individu qui descend d'un autre autrement dit l'enfant d'un individu.,B1
Je vous souhaite bonne année pleine de bonheur et de joie Bbonne continuation Merci Bachy pour ton message !,B1
"C'est en représentant mon journal, Le Parisien, à l'émission Res Publica, à la radio, que j'ai rencontré Jean-Luc Hess, qui dirigeait alors la station.",B1
Je suis complètement en sécurité car j'ai une entière confiance en lui.,B1
"Quand je me suis levé ce matin, j'avais un mal de ventre horrible.",B1
Les maires ont ainsi voulu montrer qu'ils les avaient à l'oeil.,B1
"Un hôte désigne soit la personne qui reçoit un invité soit l'invité qui est reçu, accueilli.",B1
On a droit à tout sauf à la qualité.,B1
Tout le bel air !,B1
Elle s'est ensuite élargie à d'autres établissements,B1
"C'est une chance pour lui, il va gagner un peu plus d'argent.",B1
"À la radio, le journaliste a conservé les intonations de son Pays basque natal dans le Sud de la France.",B1
À la une de l'actualité également la situation en Australie où les autorités évoquent des dégâts considérables au lendemain d'une nouvelle journée d'incendies,B1
"Souvent plus productif que les autres , il crée un effet fédérateur dans une équipe de travail où les petits problèmes courants sont relativisés .",B1
Qui a aidé le paysan à tromper le démon ?,B1
Une partie de l'énergie fournie pour se déplacer est transformée en chaleur.,B1
"""Malheureusement, on voit souvent la capacité à parler anglais comme une force, mais pas forcément d'autres langues, regrette Madame.",B1
"Cette année-là, l'hiver est arrivé d'un seul coup avec ses vents, ses brouillards et ses tempêtes de neige.",B1
"Ce n'est une surprise pour personne: avec le semi-confinement et le télétravail, les conflits entre voisins ont augmenté.",B1
"Quand il doit rencontrer un client important, Marc n'hésite pas à s'habiller sobrement",B1
Je perdais mon temps : je ne faisais rien d'utile à la société moderne.,B1
Peut-on évoquer des sujets sérieux avec un accent du Sud de la France ?,B1
"Curieusement, l'actuel président du groupe Radio-France ne se souvient pas du débat après l'arrivée de M. Aphatie : Son arrivée n'a pas été critiquée, car il était évident que Jean-Michel Aphatie avait beaucoup de présence à la radio.",B1
"Par exemple, lorsque le chien signale quelque chose, le maître doit comprendre le sens.",B1
J'espère que tu vas bien et que tes vacances au ski se passent bien aussi,B1
Tu me dis que c'est moi qui ai refusé d'aller chez toi il y a un an.,B1
J'ai passé la journée devant l'ordinateur et j'ai mal aux yeux.,B1
"Cette entreprise vient de s'installer dans la région, elle va recruter!",B1
"Par exemple, on craint que les autres aient des expériences enrichissantes sans nous.",B1
Ils préfèrent alors rester à la maison et profitent du temps libre pour visiter leurs familles ou se balader en ville,B1
"Côté intrigue, pas de fulgurance non plus, l'évolution des personnages et les rebondissements n'ont rien d'original.",B1
Que voulez-vous ?,B1
"Plus on prend du plaisir, plus on progresse rapidement et durablement.",B1
"Petit, il vivra d'abord dans une famille d'accueil qui lui donnera une première éducation.",B1
"De la même façon, le gouvernement de la République du Congo (RDC) s'est engagé, en mai 2002, à démobiliser des milliers d'enfants servant dans son armée.",B1
"Cela faisait trois semaines que le navire était immobilisé accidentellement sur un récif, un rocher dans la mer, près de l'île.",B1
"Et si boire chaud donne chaud, c'est un mal pour un bien car la température élevée du liquide augmente la température interne du corps et stimule ainsi la transpiration.",B1
"Je sais qu'elle vit seule avec son père, mais je ne lui ai jamais demandé pourquoi.",B1
La science en fait partie.,B1
Ma mère viendra en France.,B1
"Quand je finirai ce travail, je partirai en Floride. Je fuirai l'hiver et les grands froids.",B1
Le quotidien Dallas Morning News a même sorti qu'il s'agissait de la pancarte la plus étrange qu'ils avaient jamais vue.,B1
"En ville, il y a des magasins, on peut rencontrer facilement d'autres personnes et c'est en ville qu'on trouve les meilleures écoles pour ses enfants",B1
"À partir de deux reportages sur les vacances des Français, invitez les apprenants à parler de leurs vacances.",B1
Il faut les fabriquer.,B1
Ma mère m'a exceptionnellement laissé boire du vin chaud même si je n'ai normalement pas le droit,B1
"Ils ont quitté en urgence leur maison, à l'approche des flammes et ont décidé de dormir dans leur voiture très équipée",B1
Il faut savoir que les étudiants comme les travailleurs attendent ces vacances avec impatiente,B1
"Elle préfère aussi mettre un pull, des chaussettes en laine, des bottes et ses gants pour ne pas avoir froid aux doigts",B1
Elle serait partie en vacances.,B1
Ce n'est vraiment pas simple de transmettre sa langue lorsqu'on n'est pas dans son pays d'origine !,B1
On peut avoir le contrat à condition de faire vite.,B1
Il paralyse totalement ce dernier et vous empâche de l'utiliser pendant un certain temps.,B1
La poitrine contient les deux poumons et le coeur,B1
Pour réussir un entretien il faut écouter avec attention et répondre avec des phrases courtes,B1
"Déjà, Dominique, avec qui je travaille",B1
"Ils auraient très vite envie de partir en voyage, mais ils n'en ont pas les moyens.",B1
Se précipiter avec violence dans un passage.,B1
"Le beau monsieur, qui était magicien, le força alors à le conduire à la montagne, et à ouvrir le rocher en le touchant avec l'herbe merveilleuse.",B1
Le héros mourait héroiquement des suite des ses blessures à la fin du film.,B1
J'ai postulé le mois dernier mais ma candidature n'a pas été retenue.,B1
"Quand ils se verront, elle pleurera et elle s'évanouira ; l'émotion sera trop grande.",B1
Rangez-vous sur le bas côté et éteignez votre moteur !,B1
"C'est son péché mignon ça, boire un bon verre de vin blanc",B1
"""On s'est alors dit que le terrain commençait à être favorable pour l'informatique"", raconte David Wilgenbus.",B1
"Chéri, tu pourrais me masser le haut du dos, s'il te plaît ?",B1
Et pourquoi le sont-elles ?,B1
Il est très satisfait de votre travail.,B1
"C'est un petit appartement, sans beaucoup de confort, mais près du centre-ville.",B1
"Habitant dans la même région, ils vont souvent boire un verre en ville",B1
La fête de Pâques en France est une fête de tradition catholique,B1
"Mon fils a de bonnes notes en français, c'est sa matière préférée",B1
A regarder en VO pour ne rien perdre de ce décalage.,B1
"Mais d'autres n'étaient pas d'accord : Son accent est tellement fort que l'auditeur va oublier ce qu'il dit , La politique est un sujet trop sérieux pour être confié à une intonation aussi chantante , etc.",B1
Il y a aussi beaucoup d'avantages à vivre en ville,B1
"C'est de votre faute : on utilise cette expression quand une autre personne est responsable, est coupable d'une action.",B1
Ils ont déjà l'obligation de les ramener chez eux.,B1
"Au sous-sol, il y a une cave, pour ranger le vin",B1
Il a dû téléphoner au médecin de garde.,B1
"Selon moi, le risque est trop grand pour qu'on le prenne.",B1
"Remarquez bien que les nez ont été faits pour porter des lunettes, aussi avons-nous des lunettes.",B1
"Un samedi sur deux, les étudiants de l'école de journalisme organisent des discussions dans le café internet du centre.",B1
"Quand le mystère est trop impressionnant, on n'ose pas désobéir.",B1
Nous vivons dans une jolie maison avec un grand jardin. Notre quartier est calme et paisible.,B1
"Lorsqu'il y a un éclair avec des nuages et de la pluie, il risque d'y avoir de la foudre et du tonnerre",B1
"Le verbe cacher signifie ""mettre quelque chose ou quelqu'un quelque part, les dissimuler, les garder dans un lieu secret.""",B1
"Depuis la salle panoramique de ce restaurant, la vue sur la ville est magnifique.",B1
S'attribuer des qualités qu'on ne possède pas.,B1
"Quand il recevra cette déclaration, il constatera que tu es sincère et il s'apercevra que tu l'aimes vraiment.",B1
Sa grossesse se passe bien et elle travaille toujours dans le même restaurant.,B1
"Et le vieux chef a toujours raison, car c'est le seul qui parle aux dieux.",B1
"C'est quelqu'un sur qui vous pouvez compter, vous pouvez vous fier à lui.",B1
"Chez nous, c'est nuageux.",B1
J'en ferai d'autres plus avancées.,B1
"C'est une soupe de poissons, spécialité de Marseille",B1
"Le matin, j'avais eu un autre rendez-vous pour un film encore plus intéressant, alors je ne sais pas ce que je devais faire!",B1
Le Président de la République sera élu par les Français,B1
"Il faudrait d'abord lui faire visiter un peu les chambres, la salle de restaurant, et le reste.",B1
La maison de Ben est grande,B1
"une requête est une demande, une sollicitation, une prière.",B1
"Ma voiture est très écologique, elle roule à l'énergie solaire",B1
"À la fin, Philippe Labro, alors vice-président de la station de radio, a expliqué : Il y a deux possibilités : soit son accent lui permettra d'être connu et ce sera très bien.",B1
"Monsieur a été le premier à animer une émission dite ""sérieuse"" à la radio puis à la télévision.",B1
"Je vois bien l'intérêt de cet appareil, mais je n'en ai pas l'usage.",B1
Elle ne manque pas de dynamisme,B1
"Quand le téléphone retentissait, on s'empressait de répondre immédiatement.",B1
Il est entré dans la mauvaise chambre et a surpris des inconnus.,B1
"Avec de l'expérience, le télévendeur peut devenir animateur d'un pôle de télévendeurs, superviseur d'équipe, chef de plateau.",B1
"Aujourd'hui, la méthode est bien rodée.",B1
"Si mes dents contunent à me faire souffrir ainsi, j'irai chez le dentiste.",B1
"À mon avis, par rapport à la journée scolaire de la plupart des pays européens, on n'a pas de chance: on est obligés de se lever tôt et de travailler tard.",B1
Le prince ne se lasse pas d'écouter les récits de son ami.,B1
Voyager c'est bien mais voyager responsable c'est encore mieux !,B1
"Par ailleurs, des éducateurs expliquent que ce n'est pas en poursuivant ces enfants que l'on réglera les problèmes des familles.",B1
"Pour que le rocher s'ouvre, il faut le toucher avec un brin d'herbe.",B1
Je tombe sur une dame aimable qui a l'air au courant de mon affaire.,B1
"En Amérique du Nord, LeeAnn Walters, une femme au foyer, a été distinguée pour avoir créé un mouvement citoyen qui a permis de révéler la crise de l'eau contaminée de Flint dans le Michigan",B1
"A cause de la pollution, j'ai le cancer des poumons.",B1
"En entendant la porte d'entrée s'ouvrir, elle leva les yeux de l'ordinateur et aperçut son mari.",B1
"En conduisant un véhicule, vous ne pouvez pas téléphoner.",B1
Tu remplissais le pot d'eau et tu mettais des glaçons à congeler dans le congélateur du sous-sol.,B1
"Derrière ces jeunes, il y a très souvent des parents en grande difficulté à cause de la pauvreté ou du chômage.",B1
L'important est que tu prennes du plaisir à écouter ces histoires.,B1
Son accent est si naturel que cela n'a posé aucun problème.,B1
"En buvant de l'eau, on aide son corps à trouver son équilibre",B1
"En effet, cette tonne va nous jouer ce soir le rôle de Phédon.",B1
Il a mis un cadre rouge autour du tableau.,B1
"En janvier dernier, j'ai voulu laisser un message sur le répondeur de mon frère.",B1
M. Aphatie a été le premier à animer une émission dite sérieuse à la radio puis à la télévision.,B1
"Faute de temps, nous n'avons pas pu visiter le musée d'art contemporain.",B1
Tu as eu des nouvelles de Marie,A2
"Donc, pendant que je pédalais, ils étaient sûrement assis sur le sable.",A2
Moi je suis pas vraiment d'accord avec ce que dit Monsieur.,A2
"À midi, c'est l'heure de déjeuner",A2
"Le 8 juillet, j'ai supprimé l'eau et le lait.",A2
Elles étaient très amies mais l'une des deux est partie en Suède.,A2
Elle a dû faire beaucoup de rééducation mais elle est presque rétablie maintenant.,A2
Un contrat est signé par l'éditeur et par l'auteur.,A2
"Il n'y a pas de formation idéale, mais il faut au minimum avoir un diplôme Bac + 2.",A2
Ils ont peint le mur sale de la cuisine.,A2
Il ne faut pas toujours aller les demander à la société.,A2
Nous avons réfléchi et nous avons choisi un bonbon,A2
Le héros est mort à la fin du film.,A2
Il est considéré comme un membre de la famille à part entière.,A2
"Aujourd'hui, j'ai mangé une mousse au chocolat parce que je ne suis pas à la diète.",A2
"Excusez-moi, serait-il possible de changer de table ?",A2
"Mon énergie, mon temps, mon argent.",A2
Toutes ces fêtes ont le même but : remercier les mamans pour ce qu'elles font toute l'année !,A2
La journée n'est pas fini pour Théo qui doit rentrer à la maison pour faire ses devoirs,A2
Pouvez-vous m'indiquer la poste s'il vous plait ?,A2
Mais pas de maison de poupées,A2
Ce qu'il y a dans la serviette.,A2
Je suis devenue très copine avec la fille de 14 ans.,A2
"A gauche, c'est ma salle de bain, avec vue sur mon jardin",A2
"Et pour les enfants, des ateliers de pâtisserie se dérouleront chaque jour tout au long de la journée",A2
"Il donna cette feuille à l'alouette, et lui ordonna de la laisser tomber sur la tête du dragon.",A2
"Ce n'était pas le cas il y a cent ans, et c'est très bien.",A2
Je te propose un rendez-vous à 20 heures au bar,A2
C'était très intéressant,A2
Il a cru que nous avons eu raison.,A2
Il ne peut en rester qu'un.,A2
Il y a des régions où les enfants ne vont pas à l'école le mercredi.,A2
Où étais-tu hier soir aux alentours de dix heure ?,A2
Il neigeait de plus en plus fort.,A2
Je ne crois pas que les enfants vont réussir.,A2
À très bientôt.,A2
On est vraiment content que tu sois présente.,A2
Il fait très froid ici,A2
Je vous ordonne de vous taire !,A2
Les vents ne se calmèrent qu'au petit matin.,A2
"Puis, plus grand, je découvrais les métiers de policier et d'avocat dans un film.",A2
Vous ne passerez pas !,A2
Ils sont allés en vacances l'été dernier,A2
"Nous avons assez mangé, nous ne voulons plus de gâteaux ni de sucreries.",A2
"Le mardi ressemble au lundi sauf qu'il n'y a pas d'activité après l'école, David rentre chez lui pour faire ses devoirs et se reposer.",A2
Une consigne qui est suivie de près par les Japonais.,A2
C'est en Italie que les deux mots sont le plus souvent associés.,A2
"Une personne désappointée est une personne qui n'a pas obtenu ce qu'elle attendait, ce qu'elle espérait.",A2
Je te dis à très bientôt pour une rentrée des classes en pleine forme !,A2
"Une fois qu'il a tout fini, Théo peut enfin aller jouer et s'amuser avant de dîner avec ses parents.",A2
Il veut leur faire une surprise.,A2
La famille Chanel découvre la maison dans laquelle elle va passer sa première semaine de vacances.,A2
"Pour aller plus loin Si vous avez envie d'écouter d'autres histoires, je vous invite fortement à lire celles-ci .",A2
"Il faut le faire, mais ça prendra du temps.",A2
Je promettais de dire la vérité.,A2
Ils ont l'intention de s'enfuir par la frontière italienne.,A2
"Au début, ça a été très compliqué à mettre en place en fin de compte",A2
Tout savoir avant d'adopter un chat.,A2
C'est même la première fois que nous voyons deux ouragans majeurs se produire au mois de novembre,A2
T'as pas honte.,A2
"Maintenant que je le connais, je n'ai plus peur !",A2
"Le reste, ça ne m'intéresse pas du tout",A2
"Ou plutôt, il ne se la pose plus : il n'aime pas l'école, il la déteste.",A2
"Non, ne sors pas jouer sans protection !",A2
"L'après-midi, j'ai encore beaucoup de choses à faire",A2
C'est une fête très joyeuse où tout le monde met des vêtements pleins de couleurs.,A2
M. Cruchon vient de donner une réponse à notre question.,A2
"N'hésitez plus et prenez contact avec nous, vous allez vivre l'expérience la plus inoubliable de votre vie.",A2
Tout le contraire de moi.,A2
Un héritier : un héritier est une personne qui reçoit des droits ou un patrimoine après la mort d'une personne.,A2
l'école doit nous préparer à affronter ce monde.,A2
"Et par rapport à toute cette frénésie, on a besoin de prendre du recul",A2
Ils ont fait une grande fête à chaque année.,A2
J'ai cherché à te joindre il y a une heure.,A2
Je vous conseille d'écouter deux fois cette histoire avant de passer à la suite.,A2
"Grégoire est nul à l'école, tellement nul qu'à treize ans il est toujours en sixième.",A2
Il sait écrire son nom.,A2
Étais-tu en ville avec tes amis hier à treize heure ?,A2
"""Non, non,"" dit le roi; ""restez-là, mon ami."" ""Mais, j'ai assez dormi !"" dit le berger.",A2
"Le serveur : Bonsoir Mesdames, qu'est-ce que vous voulez boire ?",A2
J'espère qu'on aura du beau temps,A2
"Bien, l'enquête est terminée, madame.",A2
Il annonce qu'il va faire appel.,A2
"En revanche, le sapin n'avait pas perdu une seule aiguille.",A2
"La seule personne qui le comprenne vraiment, c'est son grand-père, avec lequel il passe de longues heures à bricoler dans la petite maison du jardin.",A2
"Ils se disent prêts à quitter travail et confort, à s'éloigner de leurs amis, à ""gagner moins pour vivre mieux"".",A2
"Tous les matins, il suit la même routine : il commence par se laver le visage avant de prendre une douche.",A2
Il a pris son parapluie et il est sorti.,A2
Je travaillais lorsqu'il est arrivé par surprise derrière moi.,A2
Je suis allée voir un film d'humour en plein air avec mon petit copain.,A2
Il est allé chez le dentiste pour enlever une dent hier matin avant d'aller au travail.,A2
"Qu'on ait une augmentation, je crois maintenant qu'on est à +30%",A2
"Et je pense partir et quitter ma maison, car j'élève seule mes trois enfants",A2
Il pense qu'elle ne peut pas tout faire.,A2
Dites-moi où me cacher.,A2
Il faut bien faire attention à ses vêtements et à sa coiffure,A2
Les deux premiers jours je ne comprenais rien du tout !,A2
"L'histoire, l'éducation civique tout ça c'est bien, mais ça ne nous prépare pas à trouver du travail.",A2
"A l'intérieur de ma maison, il y a un grand salon avec une table et quatre chaises pour accueillir mes amis.",A2
"Avec son allure, il donne l'impression d'être le maître du monde.",A2
"Pour ne pas être malade, lave-toi souvent les mains et ne bois pas dans le verre d'un autre enfant.",A2
Il prend le bus tous les soirs.,A2
Il doit se dépêcher pour ne pas être en retard à l'école.,A2
Le chef du gouvernement appelle à des élections.,A2
"A gauche, c'est ma salle de bain, avec vue sur mon jardin. Je me sens très bien dans ma nouvelle maison !",A2
"Ce dragon était le vieux serpent, le roi.",A2
La Fête du Travail en France est célébrée le premier mai comme c'est le cas dans de nombreux pays du monde.,A2
"Tous les prix sont affichés, mais si besoin, j'ai mis la liste des prix à côté de la caisse.",A2
Rien ne vaut un bon livre !,A2
Votre façon de raconter des histoires est vraiment magnifique.,A2
"Vous voyez, le rôle de l'école a changé.",A2
"Quand on est ado, on se pose des tas de questions.",A2
Je crois que c'est surtout pour me faire plaisir.,A2
Pile au moment où on a le plus besoin de réconfort,A2
Je me souviens d'une anecdote en particulier.,A2
Non Paul tu restes là ! Tu es sorti toute la journée.,A2
J'ai de la chance d'avoir vu le spectacle plus de 500 fois,A2
La mémoire de l'ordinateur est pleine.,A2
Elle allait vers le sud où il faisait moins froid.,A2
Il est en train de ranger ses affaires.,A2
"Le jour de la Fête des mères, la tradition consiste le plus souvent à offrir un petit cadeau aux mamans, comme en France.",A2
On ne se comprend pas du tout.,A2
Mais il faut continuer.,A2
"Non, moi plus tard, je ferai des marionnettes comme mon papa.",A2
J'ai décidé de peindre les murs en jaune et d'y installer mon piano.,A2
"Le soir venu, il faut rentrer en prenant le même chemin que le matin",A2
"Ils disaient ça : ""Mais, en fait, j'ai eu tort"".",A2
"Dans les campagnes, c'est différent !",A2
Un bruit qui se produit dans l'estomac quand on a faim.,A2
"Son fils l'aide, mais il est encore très jeune : il n'a que treize ans, ce n'est pas encore un guerrier.",A2
On a beaucoup discuté de sa mère qui s'est cassé le poignet il y a deux mois.,A2
"mon ami, j'ai peur de la méchante femme.",A2
J'ai posé le courrier sur la table.,A2
"Mais la famille était tellement sympa, on rigolait beaucoup.",A2
Nous sommes normalement à un moment de l'année où ce genre de phénomènes est en train de diminuer,A2
Celui-ci s'était cassé une aile en tombant d'une branche et il ne pouvait plus voler.,A2
"Le chat, le nouveau ""meilleur ami de l'homme"".",A2
Il était juste un peu curieux.,A2
"Il a trouvé ses clés dans la niche du chien, sous un tas de feuilles.",A2
"Quand j'écoute ma musique, il faut que je l'apprécie et c'est pour ça que je suis exigeant, je crois",A2
"Chêne, mon aile est cassée, je ne peux pas voler.",A2
"Et effectivement dans les zones sinistrées, c'est l'heure du bilan",A2
J'ai beaucoup aimé le film sur les abeilles.,A2
Depuis combien de temps?,A2
J'ai été en forme toute la matinée.,A2
La femme a finalement réussi à sortir du trou.,A2
Ça faisait longtemps que je ne m'étais pas fait plaisir.,A2
C'est ici que je cuisine des gâteaux et des pâtisseries,A2
Je lui explique tout dès qu'elle arrive.,A2
L'école ne peut pas tout faire.,A2
Je vais fermer la porte à clé par sécurité.,A2
J'ai retrouvé le plaisir de manger un oeuf à la coque,A2
J'ai conseillé à ma soeur d'aller dans cette école privée.,A2
"Elle se déroule dans de nombreux pays, mais à des dates et avec des traditions différentes.",A2
"Ensuite, il se sèche très vite les cheveux pour aller manger son petit déjeuner.",A2
"Du coup, le papier a une valeur qu'on a besoin de retrouver",A2
Vous ne risquerez pas de vous ennuyer dans un lieu aussi animé.,A2
"Là, d'un coup, c'était constant",A2
La nuit vient de tomber sur Calcutta et la tempête entre en ville avec une puissance terrifiante,A2
"Ces dernières années, j'avais un peu délaissé le piano et j'ai joué pendant une heure.",A2
"Donc, juste dans ma zone personnelle, donc, je fais la mise en place pour une centaine de clients ce soir",A2
Il y a eu beaucoup de spectateurs et tout le monde a bien aimé la Fête.,A2
Tu remplis le pot d'eau et tu mets des glaçons.,A2
"Il doit faire quelques courses, il compte aussi faire un peu de rangement.",A2
J'ai un garage pour ma voiture et pour mon vélo.,A2
Il a participé à la construction du canal ?,A2
"Pourtant, comme d'habitude, elle est attentive et calme.",A2
"Sur les cinq heures, il entendit la canonnade : c'étaient les préliminaires de Waterloo.",B2
"En tout, seize chansons interprétées sur une scène où a été reconstituée une terrasse de café parisien.",B2
s'écriait-elle en saisissant les mains de Fabrice.,B2
La plateforme mettra à disposition l'ensemble de son catalogue musical et dit vouloir collaborer avec des acteurs locaux pour pouvoir élargir son offre de musique issue du marché concerné.,B2
"La locomotive, dirigée par le bras d'un mécanicien anglais et chauffée de houille anglaise, lançait sa fumée sur les plantations de cotonniers, de caféiers, de muscadiers, de girofliers, de poivriers rouges.",B2
"Pendant des semaines, la Maison Blanche avait courtisé une poignée de sénateurs républicains et démocrates modérés qui détiennent aujourd'hui le pouvoir de bloquer, ou de sauver, ses grands projets.",B2
Le portable permet aux jeunes de garder un espace privé au sein de la vie familiale.,B2
"Les Helvètes, premiers consommateurs de chocolat au monde, ont eu semble-t-il l'appétit coupé par le virus en 2020.",B2
"Grâce à l'intervention de monsieur Ibrahim, le monde des adultes s'était fissuré, il n'offrait pas le même mur uniforme contre lequel je me cognais, une main se tendait à travers une fente.",B2
"C'est à la fin du XIXe siècle que les scientifiques commencent à s'intéresser, de manière raisonnée , aux capacités intellectuelles des hommes et des femmes.",B2
"Les cordes vocales, ce sont des muscles, hein, et donc, j'ai un entraînement quotidien parce qu'on doit être raccord avec des enregistrements qui ont quelquefois 10 voire 15 ans",B2
"Si nous sommes bloqués dans l'ascenseur qui s'est arrêté brusquement, nous appellerons du secours dès que la communication sera établie.",B2
Mais la chute de Neera Tanden annonce les autres batailles plus rudes à venir au Sénat,B2
"L'immense majorité des déchets professionnels sont mêlés aux gravats ou aux emballages, et enterrés dans le sol faute d'être isolés en vue de leur traitement , affirme-t-il.",B2
"Ajoutons, pour parfaire ce tableau, que ces seniors ont reçu de la science la perspective d'un quart de siècle de longévité supplémentaire traversé en relative bonne santé.",B2
"Dans le premier article, j'ai décrit les faits stylisés des rendements des actifs.",B2
"Cette deuxième explication plus tardive semble avoir l'avantage pour certains de retirer les Amérindiens de l'équation, ce qui entache d'autant sa crédibilité",B2
"Cependant, pour ne pas tomber dans le piège de l'""addiction"" et des anxiétés générées par le smartphone et les réseaux sociaux, il s'agit d'abord d'en prendre conscience pour réguler ses propres conduites et celles des adolescents.",B2
L'on vécut ainsi pendant l'hiver de 1814 à 1815.,B2
"Pour compenser les pertes d'eau par transpiration, il faut se réhydrater en continu : dans le désert, il peut être nécessaire de boire jusqu'à 10 litres d'eau par jour.",B2
Les soeurs de Fabrice entrèrent chez leur mère tandis que comtesse cousait ces diamants dans l'habit de voyage de notre héros ; il rendait à ces pauvres femmes leurs chétifs napoléons.,B2
"Si nous avions eu suffisament d'argent, nous aurions pris l'avion pour nous rendre à notre conférence sur les enjeux écologiques du siècle et ainsi participer activement au débat.",B2
"Voie 3, le TGV à destination de Marseille Saint Charles va partir",B2
"Face à cette pression du marché doublée d'une absence de contrôle rationnel, la forêt est-elle condamnée ?",B2
"S'obstiner à acheter 100 pour cent français reviendrait à vivre sans réfrigérateur, sans lave linge, sans smartphone, sans ordinateur. Autrement dit, les plus patriotes et les plus écolos devront soit mettre de l'eau dans leur vin soit revenir à un mode de vie d'un autre âge",B2
"Les masses liquides transportent les plus grandes espèces connues de mammifères, et peut-être recèlent-elles des mollusques d'une incomparable taille, des crustacés effrayants à contempler, tels que seraient des homards de cent mètres ou des crabes pesant deux cents tonnes !",B2
Le monde se divise en deux catégories: ceux qui ont un pistolet chargé et ceux qui creusent.,B2
A cela s'ajoute la diminution de l'activité physique.,B2
J'aurais voulu pouvoir quitter le bureau à 13h.,B2
"La trottinette électrique est aussi limitée aux pistes cyclables ou sur la chaussée, entraînant des conflits avec les cyclistes et les automobilistes",B2
Tous ces boulversements impliquent des conséquences tragiques comme l'augmentation de l'effet de serre et le réchauffement climatique.,B2
Elle se rendit compte qu'elle travaillait dans la pénombre et alluma la lampe posée sur le bureau.,B2
